SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08																													
Physician's Touch	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of Mercy.SpecialQuality	VISIBLE:YES	DESC:Your Hand of Harm and Hand of Healing improve, as detailed below. &nl; Hand of Harm. When you use Hand of Harm on a creature, you can also give that creature the Poisoned condition until the end of your next turn. &nl; Hand of Healing. When you use Hand of Healing, you can also end one of the following conditions on the creature you heal: Blinded, Deafened, Paralyzed, Poisoned, or Stunned.	KEY:Warrior of Mercy ~ Physician's Touch																										SORTKEY:Class_Monk_01g1d	SOURCEPAGE:PHB
Flurry of Healing and Harm	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of Mercy.SpecialQuality	VISIBLE:YES	DESC:When you use Flurry of Blows, you can replace each of the Unarmed Strikes with a use of Hand of Healing without expending Focus Points for the Healing. In addition, when you make an Unarmed Strike with Flurry of Blows and deal damage, you can use Hand of Harm with that strike without expending a Focus Point for Hand of Harm. You can still use Hand of Harm only once per turn. You can use these benefits a total number of times equal to your Wisdom modifier (minimum of once). You regain all expended uses when you finish a Long Rest.	KEY:Warrior of Mercy ~ Flurry of Healing and Harm																										SORTKEY:Class_Monk_01g1e	SOURCEPAGE:PHB
Hand of Ultimate Mercy	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of Mercy.SpecialQuality	VISIBLE:YES	DESC:Your mastery of life energy opens the door to the ultimate mercy. As a Magic action, you can touch the corpse of a creature that died within the past 24 hours and expend 5 Focus Points. The creature then returns to life with a number of Hit Points equal to 4d10 plus your Wisdom modifier. If the creature died with any of the following conditions, the creature revives with the conditions removed: Blinded, Deafened, Paralyzed, Poisoned, and Stunned. Once you use this feature, you can't use it again until you finish a Long Rest.	KEY:Warrior of Mercy ~ Hand of Ultimate Mercy																										SORTKEY:Class_Monk_01g1f	SOURCEPAGE:PHB
																																
Shadow Arts	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of Shadow.SpecialQuality	VISIBLE:YES	DESC:You have learned to draw on the power of the Shadowfell, gaining the following benefits. Darkness. You can expend 1 Focus Point to cast the Darkness spell without spell components. You can see within the spell's area when you cast it with this feature. While the spell persists, you can move its area of Darkness to a space within 60 feet of yourself at the start of each of your turns. &nl; Darkvision. You gain Darkvision with a range of 60 feet. If you already have Darkvision, its range increases by 60 feet. &nl; Shadowy Figments. You know the Minor Illusion spell. Wisdom is your spellcasting ability for it.	KEY:Warrior of Shadow ~ Shadow Arts									BONUS:VAR|DarkvisionRange|60									SPELLS:Shadow Arts|TIMES=ATWILL|Minor Illusion,SpellDC_WIS	SPELLS:Shadow Arts|TIMES=ATWILL|Darkness							SORTKEY:Class_Monk_01g2a	SOURCEPAGE:PHB
Shadow Step	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of Shadow.SpecialQuality	VISIBLE:YES	DESC:While entirely within Dim Light or Darkness, you can use a Bonus Action to teleport up to 60 feet to an unoccupied space you can see that is also in Dim Light or Darkness. You then have Advantage on the next melee attack you make before the end of the current turn.	KEY:Warrior of Shadow ~ Shadow Step																										SORTKEY:Class_Monk_01g2b	SOURCEPAGE:PHB
Improved Shadow Step	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of Shadow.SpecialQuality	VISIBLE:YES	DESC:You can draw on your Shadowfell connection to empower your teleportation. When you use your Shadow Step, you can expend 1 Focus Point to remove the requirement that you must start and end in Dim Light or Darkness for that use of the feature. As part of this Bonus Action, you can make an Unarmed Strike immediately after you teleport.	KEY:Warrior of Shadow ~ Improved Shadow Step																										SORTKEY:Class_Monk_01g2c	SOURCEPAGE:PHB
Cloak of Shadows	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of Shadow.SpecialQuality	VISIBLE:YES	DESC:As a Magic action while entirely within Dim Light or Darkness, you can expend 3 Focus Points to shroud yourself with shadows for 1 minute, until you have the Incapacitated condition, or until you end your turn in Bright Light. While shrouded by these shadows, you gain the following benefits. &nl; Invisibility. You have the Invisible condition. &nl; Partially Incorporeal. You can move through occupied spaces as if they were Difficult Terrain. If you end your turn in such a space, you are shunted to the last unoccupied space you were in. &nl; Shadow Flurry. You can use your Flurry of Blows without expending any Focus Points.	KEY:Warrior of Shadow ~ Cloak of Shadows																										SORTKEY:Class_Monk_01g2d	SOURCEPAGE:PHB
																																
Elemental Attunement	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Element.SpecialQuality	VISIBLE:YES	DESC:At the start of your turn, you can expend 1 Focus Point to imbue yourself with elemental energy. The energy lasts for 10 minutes or until you have the Incapacitated condition. You gain the following benefits while this feature is active. &nl; Reach. When you make an Unarmed Strike, your reach is 10 feet greater than normal, as elemental energy extends from you. &nl; Elemental Strikes. Whenever you hit with your Unarmed Strike, you can cause it to deal your choice of Acid, Cold, Fire, Lightning, or Thunder damage rather than its normal damage type. When you deal one of these types with it, you can also force the target to make a Strength saving throw. On a failed save, you can move the target up to 10 feet toward or away from you, as elemental energy swirls around it.	KEY:Warrior of the Elements ~ Elemental Attunement																										SORTKEY:Class_Monk_01g3a	SOURCEPAGE:PHB
Manipulate Elements	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Element.SpecialQuality	VISIBLE:YES	DESC:You know the Elementalism spell. Wisdom is your spellcasting ability for it.	KEY:Warrior of the Elements ~ Manipulate Elements																		SPELLS:Manipulate Elements|TIMES=ATWILL|Elementalism,SpellDC_WIS								SORTKEY:Class_Monk_01g3b	SOURCEPAGE:PHB
Elemental Burst	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Element.SpecialQuality	VISIBLE:YES	DESC:As a Magic action, you can expend 2 Focus Points to cause elemental energy to burst in a 20-foot-radius Sphere centered on a point within 120 feet of yourself. Choose a damage type: Acid, Cold, Fire, Lightning, or Thunder. Each creature in the Sphere must make a Dexterity saving throw. On a failed save, a creature takes damage of the chosen type equal to three rolls of your Martial Arts die. On a successful save, a creature takes half as much damage.	KEY:Warrior of the Elements ~ Elemental Burst																										SORTKEY:Class_Monk_01g3c	SOURCEPAGE:PHB
Stride of the Elements	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Element.SpecialQuality	VISIBLE:YES	DESC:While your Elemental Attunement is active, you also have a Fly Speed and a Swim Speed equal to your Speed.	KEY:Warrior of the Elements ~ Stride of the Elements																										SORTKEY:Class_Monk_01g3d	SOURCEPAGE:PHB
Elemental Epitome	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Element.SpecialQuality	VISIBLE:YES	DESC:While your Elemental Attunement is active, you also gain the following benefits. &nl; Damage Resistance. You gain Resistance to one of the following damage types of your choice: Acid, Cold, Fire, Lightning, or Thunder. At the start of each of your turns, you can change this choice. &nl; Destructive Stride. When you use your Step of the Wind, your Speed increases by 20 feet until the end of lite turn. For that duration, any creature of your choice takes damage equal to one roll of your Martial Arts die when you enter a space within 5 feet of it. The damage type is your choice of Acid, Cold, Fire, Lightning, or Thunder. A creature can take this damage only once per turn. &nl; Empowered Strikes. Once on each of your turns, you can deal extra damage to a target equal to one roll of your Martial Arts die when you hit it with an Unarmed Strike. The extra damage is the same type dealt by that strike.	KEY:Warrior of the Elements ~ Elemental Epitome									BONUS:VAR|POOL_Elemental_Epitome|1																	SORTKEY:Class_Monk_01g3e	SOURCEPAGE:PHB
																																
Acid	CATEGORY:Internal	TYPE:Monk Class Feature.Warrior of the Elements.Elemental Epitome	VISIBLE:DISPLAY	DESC:Resistance to Acid	KEY:Warrior of the Elements ~ Elemental Epitome ~ Acid																										SORTKEY:Class_Monk_01g3e1	SOURCEPAGE:PHB
Cold	CATEGORY:Internal	TYPE:Monk Class Feature.Warrior of the Elements.Elemental Epitome	VISIBLE:DISPLAY	DESC:Resistance to Cold	KEY:Warrior of the Elements ~ Elemental Epitome ~ Cold																										SORTKEY:Class_Monk_01g3e1	SOURCEPAGE:PHB
Fire	CATEGORY:Internal	TYPE:Monk Class Feature.Warrior of the Elements.Elemental Epitome	VISIBLE:DISPLAY	DESC:Resistance to Fire	KEY:Warrior of the Elements ~ Elemental Epitome ~ Fire																										SORTKEY:Class_Monk_01g3e1	SOURCEPAGE:PHB
Lightning	CATEGORY:Internal	TYPE:Monk Class Feature.Warrior of the Elements.Elemental Epitome	VISIBLE:DISPLAY	DESC:Resistance to Lightning	KEY:Warrior of the Elements ~ Elemental Epitome ~ Lightning																										SORTKEY:Class_Monk_01g3e1	SOURCEPAGE:PHB
Thunder	CATEGORY:Internal	TYPE:Monk Class Feature.Warrior of the Elements.Elemental Epitome	VISIBLE:DISPLAY	DESC:Resistance to Thunder	KEY:Warrior of the Elements ~ Elemental Epitome ~ Thunder																										SORTKEY:Class_Monk_01g3e1	SOURCEPAGE:PHB
																																
Open Hand Technique	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Open Hand.SpecialQuality	VISIBLE:YES	DESC:Whenever you hit a creature with an attack granted by your Flurry of Blows, you can impose one of the following effect on that target. &nl; Addle. The target can't make Opportunity Attacks until the start of its next turn. &nl; Push. The target must succeed on a Strength saving throw or be pushed up to 15 feet away from you. &nl; Topple. The target must succeed on a Dexterity saving throw or have the Prone condition.	KEY:Warrior of the Open Hand ~ Open Hand Technique																										SORTKEY:Class_Monk_01g4a	SOURCEPAGE:PHB
Wholeness of Body	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Open Hand.SpecialQuality	VISIBLE:YES	DESC:You gain the ability to heal yourself. As a Bonus Action, you can roll your Martial Arts die. You regain a number of Hit Points equal to the number rolled plus your Wisdom modifier (minimum of 1 Hit Point Regained). You can use this feature a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a Long Rest.	KEY:Warrior of the Open Hand ~ Wholeness of Body	DESC:heal +1d%1 + %2|MartialArtDie|WIS																									SORTKEY:Class_Monk_01g4b	SOURCEPAGE:PHB
Fleet Step	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Open Hand.SpecialQuality	VISIBLE:YES	DESC:When you take a Bonus Action other than Step of the Wind, you can also use Step of the Wind immediately after that Bonus Action.	KEY:Warrior of the Open Hand ~ Fleet Step																										SORTKEY:Class_Monk_01g4c	SOURCEPAGE:PHB
Quivering Palm	CATEGORY:Special Ability	TYPE:Monk Class Feature.Class Feature.Warrior of the Open Hand.SpecialQuality	VISIBLE:YES	DESC:You gain the ability to set up lethal vibrations in someone's body. When you hit a creature with an Unarmed Strike, you can expend 4 Focus Points to start these imperceptible vibrations, which last for a number of days equal to your Monk level. The vibrations are harmless unless you take an action to end them. Alternatively, when you take the Attack action on your turn, you can forgo one of the attacks to end the vibrations. To end them, you and the target must be on the same plane of existence.	KEY:Warrior of the Open Hand ~ Quivering Palm																										SORTKEY:Class_Monk_01g4d	SOURCEPAGE:PHB
																																
###Block:Abilities																																
Lay on Hands	CATEGORY:Special Ability	TYPE:Paladin Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you finish a Long Rest. With that pool, you can restore a total number of Hit Points equal to five times your Paladin level. As a Bonus Action, you can touch a creature (which could be yourself) and draw power from the pool of healing to restore a number of Hit Points to that creature, up to the maximum amount remaining in the pool. You can also expend 5 Hit Points from the pool of healing power to remove the Poisoned condition from the creature; those points don't also restore Hit Points to the creature.	KEY:Paladin ~ Lay on Hands									BONUS:VAR|LayOnHands|5*PaladinLVL									ABILITY:Special Ability|AUTOMATIC|Lay on Hands								SORTKEY:Class_Paladin_01a	SOURCEPAGE:PHB
Spellcasting	CATEGORY:Special Ability	TYPE:Paladin Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You have learned to cast spells through prayer and meditation. See chapter 7 for the rules on spellcasting. The information below details how you use those rules with Paladin spells, which appear in the Paladin spell list later in the class's description. &nl; Spell Slots. The Paladin Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest. &nl; Prepared Spells of Level 1+. You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Paladin spells. Heroism and Searing Smite are recommended. The number of spells on your list increases as you gain Paladin levels, as shown in the Prepared Spells column of the Paladin Features table. Whenever that number increases, choose additional Paladin spells until the number of spells on your list matches the number in the Paladin Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Paladin, your list of prepared spells can include six Paladin spells of level 1 or 2 in any combination. If another Paladin feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Paladin spells for you. &nl; Changing Your Prepared Spells. Whenever you finish a Long Rest, you can replace one spell on your list with another Paladin spell for which you have spell slots. &nl; Spellcasting Ability. Charisma is your spellcasting ability for your Paladin spells. &nl; Spellcasting Focus. You can use a Holy Symbol as a Spellcasting Focus for your Paladin spells. Spell save DC %1; Spell attack modifier +%2|PaladinSpellDC|Proficiency_Bonus+CHA	KEY:Paladin ~ Spellcasting				DEFINE:PaladinSpellDC|0					BONUS:VAR|PaladinSpellDC|SpellDC_CHA																	SORTKEY:Class_Paladin_01b	SOURCEPAGE:PHB
